Vendor ID | Vendor Name | AAD Vendor Lead Time | AAD Vendor Cutoff Time | AAD Vendor Override date | AAD Vendor Outage Start | AAD Vendor Outage End | Address Line 1 | Address Line 2 | City | State | Zip | ISO Code | Vendor Catalog Name | Model Type
UK005152|THE WATSON GROUP LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK003099|COUNTRY ARTISTS LIMITED||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261344|LVMH WATCH (UK) LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261343|ZETTL GMBH||||||375 Ghent Rd||Akron|OH|44333|US||
UK012264|LAWRENCE BLUNT LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261345|EXPRESSIONS JEW. LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261346|CURTEIS CHAINS LIMITED||||||375 Ghent Rd||Akron|OH|44333|US||
UK012270|LILLIPUT LANE LTD   12270||||||375 Ghent Rd||Akron|OH|44333|US||
UK004154|DAFNA DESIGNS||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261349|FINE JEWELLERY MFG LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK006157|FAZE 2 MANUFACTURING LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261351|A.T.CANNON LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261353|DIASTAR JEWELLERY LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK012278|LOVEWEDS||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261354|G & T JEWELLERS||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261355|ZETTL GMBH||||||375 Ghent Rd||Akron|OH|44333|US||
UK007171|G MCKENZIE & CO||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261358|CHAMBERLAIN CLARKE LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK012281|LEGEND JEWELLERY CO LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK004158|DUCHAMP||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261360|FINE JEWELLERY MFG LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK007172|GALLEON JEW. 2007 LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK012291|LLADRO S.A.||||||375 Ghent Rd||Akron|OH|44333|US||
UK004159|DOWNEY DESIGNS INT.||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261363|CALP (UK) LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK012292|LEE BROTHERS JEWELLERS||||||375 Ghent Rd||Akron|OH|44333|US||
UK006182|THOMAS FATTORINI LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261368|ENESCO LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261367|ABBEYCREST INTERNATIONAL||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261369|CUSTOM MARKETING||||||375 Ghent Rd||Akron|OH|44333|US||
UK005141|ROYAL SELANGOR (UK) LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK013122|CONTINENTAL JEWELLERY LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK006194|TARA JEWELS LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261372|GEMLINE DESIGN LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK003139|CORKERY MACKAY LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261378|GERALD FREED (CHAIN)||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261376|ENTERPRISE JEWELLERS LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK003143|CONTINENTAL IMPORTS LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK013283|MANFRED MULLER(UK) LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK006195|FABORO SRL||||||375 Ghent Rd||Akron|OH|44333|US||
UK013284|MARK HOUGHTON LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK003146|COLLECTABLE GLASS L 03146||||||375 Ghent Rd||Akron|OH|44333|US||
UK007182|GOLDCHARM LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261380|G & T JEWELLERS||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261382|EURO PEARLS||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261387|GOLDSTAR LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261389|D.R.T JEWELLERY LIMITED||||||375 Ghent Rd||Akron|OH|44333|US||
UK005149|EUROPA||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261386|G MCKENZIE & CO||||||375 Ghent Rd||Akron|OH|44333|US||
UK013285|MARK MILTON LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK013294|MELTSTORE LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK007184|GOLDSTYLE LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261390|THE WATSON GROUP LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261394|GALLEON JEW. 2007 LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261393|DARENGATE LIMITED||||||375 Ghent Rd||Akron|OH|44333|US||
UK004117|DARTINGTON CRYSTAL LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261398|ABBEYCREST INTERNATIONAL||||||375 Ghent Rd||Akron|OH|44333|US||
UK013295|MERIT (UK) LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK005157|EUROSTYLE INTER. LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK007187|GREENS BANGLE MANUF.||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261403|GOLDIAM INTERNATIONAL LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261401|GEMLINE DESIGN LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261404|DEARN & WILLIAMS||||||375 Ghent Rd||Akron|OH|44333|US||
UK013301|MOGUL JEWELLERY CO LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261400|EXPRESSIONS JEW. LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261407|DEXAM INTERNATIONAL LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261405|FAZE 2 MANUFACTURING LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261409|GERALD FREED (CHAIN)||||||375 Ghent Rd||Akron|OH|44333|US||
UK013310|ROTARY WATCHES LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK007237|ABBEYCREST INTERNATIONAL.||||||375 Ghent Rd||Akron|OH|44333|US||
UK008190|H & R (JWLLRS) PRDCTS LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261414|DIAMOND MINE JWLRY LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261412|GOLDSTAR LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK006158|O. COMITTI & SONS LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK008191|H S WALSH & SONS LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK013318|MEE TUNG IND. FACTORY||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261416|H.CHALFEN LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK006160|FGH PRODUCTS LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261418|LVMH WATCH (UK) LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK015313|O.COMITTI & SON LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261417|GOLDSTYLE LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK004146|DIDO GMBH||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261421|H.GAVENTA LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261423|FINE JEWELLERY MFG LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK015317|OPTIMA MFG JEW. LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261425|GRANTS OF DALVEY LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK004152|DECCA JEWELLERY CO LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261430|GOLDIAM INTERNATIONAL LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK008195|POOLEBECK LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261428|THOMAS FATTORINI LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK016325|P.H WEDDING RING||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261433|LLOYDS TSB FINANCE LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK007215|GECKO DISTRIBUTION CENTRE||||||375 Ghent Rd||Akron|OH|44333|US||
UK006191|D. MILLER||||||375 Ghent Rd||Akron|OH|44333|US||
UK016331|PAUL SLADE & CO LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261431|DIASTAR JEWELLERY LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK005137|EDINBURGH CRYSTL GLSS CO||||||375 Ghent Rd||Akron|OH|44333|US||
UK016332|PAULA DESIGNS LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK006193|FOXGLOVE LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK008200|HARRIS & HUNT||||||375 Ghent Rd||Akron|OH|44333|US||
UK007216|GOLDEN SWAN AB||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261441|TARA ULTIMO (TRADING DIV)||||||375 Ghent Rd||Akron|OH|44333|US||
UK016345|PIYA POOM||||||375 Ghent Rd||Akron|OH|44333|US||
UK007218|FREDERICK GOLDMAN INC.||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261444|ENESCO LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK008202|HAZELDAZE LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261446|HEART OF GOLD LTD   08203||||||375 Ghent Rd||Akron|OH|44333|US||
UK016347|PRANDA UK LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK007223|E. GLUCK CORPORATION||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261448|G & T JEWELLERS||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261450|ROYAL SELANGOR (UK) LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261455|ENTERPRISE JEWELLERS LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK016365|PEARMAK LTD DO NOT USE||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261453|G MCKENZIE & CO||||||375 Ghent Rd||Akron|OH|44333|US||
UK007224|H.GAVENTA INTER LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK008208|HERMANN SCHWAGER||||||375 Ghent Rd||Akron|OH|44333|US||
UK007227|GEMMA DESIGNS LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK016376|PING MANUFACTURING JEWELL||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261458|EURO PEARLS||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261460|HIRSCH WATCH BRCLTS LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261459|GALLEON JEW. 2007 LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK016377|ARTHUR PRICE||||||375 Ghent Rd||Akron|OH|44333|US||
UK007228|GOLDSTAR JEWELERY LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261463|EUROPA||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261464|ABBEYCREST INTERNATIONAL||||||375 Ghent Rd||Akron|OH|44333|US||
UK008215|HENRY MARCHANT LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK016378|PMA SALES PROMOTION LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261467|H.GAVENTA LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261468|EXCALIBUR JEWELLERY LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261469|GEMLINE DESIGN LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK008216|HARNEY & GLYCINE DIST LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK017356|QUAKEGEM LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261471|HEART OF GOLD LTD   08203||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261473|THE WATSON GROUP LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261474|GERALD FREED (CHAIN)||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261475|J E HAMMER + SOHNE GMBH||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261477|HIRSCH WATCH BRCLTS LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK018360|R. PLATNAUER LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261478|GOLDSTAR LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK005160|ESSEX INT. PUBLIC CO LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK008397|H.K. DESIGNS (INDIA)||||||375 Ghent Rd||Akron|OH|44333|US||
UK018363|REMANE BROS LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261483|HOUSE OF WILLIAMS JWLRY||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261481|GOLDSTYLE LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261485|EXPRESSIONS JEW. LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261484|IBB (LONDON) LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261486|ZEON LTD.||||||375 Ghent Rd||Akron|OH|44333|US||
UK018364|RENOIR JEW.IN LIQUIDATION||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261487|GRANTS OF DALVEY LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261490|FAZE 2 MANUFACTURING LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK008214|LESSER & PAVEY LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK018365|ROBERT GLENN LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261493|ZETTL GMBH||||||375 Ghent Rd||Akron|OH|44333|US||
UK008379|ST. HONORE PARIS SA||||||375 Ghent Rd||Akron|OH|44333|US||
UK007188|GRENADIER SILVERSMITH LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK009217|INGRAM LONDON LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261496|IRISH PARIAN DONEGA 09226||||||375 Ghent Rd||Akron|OH|44333|US||
UK018367|ROKS (MANUF JWLLRY)||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261497|GOLDIAM INTERNATIONAL LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK008396|HNJ TRADING LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261499|FINE JEWELLERY MFG LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK018393|THE INCENTIVE GROUP LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261503|IBB (LONDON) LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK007196|GOLDMAJOR LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261501|INTERCONTINENTAL JEWLLRY||||||375 Ghent Rd||Akron|OH|44333|US||
UK006173|FREIDRICH STAHL GMBH & CO||||||375 Ghent Rd||Akron|OH|44333|US||
UK006187|FUTURO||||||375 Ghent Rd||Akron|OH|44333|US||
UK010237|JAMES A COTTER(MFG JWLRY)||||||375 Ghent Rd||Akron|OH|44333|US||
UK009218|INTERCITY WATCH CO LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK007197|GVA JEWELLERY||||||375 Ghent Rd||Akron|OH|44333|US||
UK019381|SEAN KENNA||||||375 Ghent Rd||Akron|OH|44333|US||
UK019382|PULSAR||||||375 Ghent Rd||Akron|OH|44333|US||
UK007203|GBA BOOK CO LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK010239|HISTORIC ORIGINALS LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261512|D. MILLER||||||375 Ghent Rd||Akron|OH|44333|US||
UK009221|ISLAND VOGUE||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261517|IRISH PARIAN DONEGA 09226||||||375 Ghent Rd||Akron|OH|44333|US||
UK019383|LORUS               19383||||||375 Ghent Rd||Akron|OH|44333|US||
UK010240|JETLINK CO LTD (CONCEPT)||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261519|G & T JEWELLERS||||||375 Ghent Rd||Akron|OH|44333|US||
UK007211|VALERIE GRAHAM LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK010269|JEWELEX EUROPE NV||||||375 Ghent Rd||Akron|OH|44333|US||
UK009931|OREGON SCIENTIFIC(UK) LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261522|GECKO DISTRIBUTION CENTRE||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261524|G MCKENZIE & CO||||||375 Ghent Rd||Akron|OH|44333|US||
UK019385|SEKONDA             19385||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261528|INTERCONTINENTAL JEWLLRY||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261526|GOLDEN SWAN AB||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261529|K V MANUF. (MIDLANDS)||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261530|GALLEON JEW. 2007 LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK019388|LUXURY TIMEPIECES(UK)LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261533|E. IVRI INC||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261532|KIDA JEWELLERY LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261535|ABBEYCREST INTERNATIONAL||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261531|FREDERICK GOLDMAN INC.||||||375 Ghent Rd||Akron|OH|44333|US||
UK019393|SIAM CAST||||||375 Ghent Rd||Akron|OH|44333|US||
UK011280|LAWRENCE HENRY & CO LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK019395|THE SWATCH GROUP (UK) LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK009941|IRISH TABLE TOP GROUP||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261537|GEMLINE DESIGN LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261540|H. GAVENTA INTER. LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261545|GERALD FREED (CHAIN)||||||375 Ghent Rd||Akron|OH|44333|US||
UK011301|ANDIN (HONG KONG) CO LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK019396|THE SWATCH GROUP (U 19396||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261544|GOLDSTAR JEWELERY LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261541|INTERGOLD (INDIA) PVT LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK007177|GILLETTE STATIONERY PRDCT||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261549|LAWRENCE BLUNT LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261548|HISTORIC ORIGINALS LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK019398|SOLAR DESIGNS LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261550|ABBEYCREST INTERNATIONAL.||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261554|JON JEWELLERY LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261552|H.GAVENTA LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK012266|LEDEN-IMCO LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK019400|OPTIMA MFG JEWELLERS LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261553|GOLDSTAR LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261558|FOSSIL UK LTD       10247||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261557|GOLDSTYLE LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261556|LILLIPUT LANE LTD   12270||||||375 Ghent Rd||Akron|OH|44333|US||
UK019411|SWAROVSKI UK LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK008198|ORIS UK LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK012276|LOTUS JWLLRY||||||375 Ghent Rd||Akron|OH|44333|US||
UK019420|SEIKO UK LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK010251|JUST BROTHERS AND COMPANY||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261565|GRANTS OF DALVEY LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261564|LLOYDS TSB FINANCE LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK010264|GOLDMAJOR LTD.||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261566|HEART OF GOLD LTD   08203||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261568|LOVEWEDS||||||375 Ghent Rd||Akron|OH|44333|US||
UK019429|E SWATCH GROUP (U 19429||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261570|GRENADIER SILVERSMITH LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK012279|LYUSHO CO LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK010265|JEWEL TECH (INDIA) LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK008204|HELEN JAMES LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK019431|SUNJEWELS LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261575|GOLDIAM INTERNATIONAL LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261576|K V MANUF. (MIDLANDS)||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261577|LEGEND JEWELLERY CO LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK019440|S & M INTERGOLD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261578|HERMANN SCHWAGER||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261580|GOLDMAJOR LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK011256|FERDINAND INT. LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261582|LLADRO COMMERCIAL SA||||||375 Ghent Rd||Akron|OH|44333|US||
UK019459|ST MARTIN DE PORRES APOST||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261583|HIRSCH WATCH BRCLTS LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261585|GVA JEWELLERY||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261586|MARK HOUGHTON LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK011259|KITREX CORPORATION||||||375 Ghent Rd||Akron|OH|44333|US||
UK007210|GOOD VIEW JEWELLERY MFG||||||375 Ghent Rd||Akron|OH|44333|US||
UK008211|LIMIT||||||375 Ghent Rd||Akron|OH|44333|US||
UK019462|SABRE JEWELLERY LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK008212|HOUSE OF EARRINGS LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK019520|SAPHENA - LAWRENCE BLUNT||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261593|LAWRENCE HENRY & CO LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261595|VALERIE GRAHAM LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261594|MARK MILTON LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK019521|SAPHENA - MONTANA||||||375 Ghent Rd||Akron|OH|44333|US||
UK013287|MARTIN LEWIS JEWELLERY||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261600|GECKO DISTRIBUTION CENTRE||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261597|HOUSE OF WILLIAMS JWLRY||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261596|ANDIN (HONG KONG) CO LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK019526|SAPHENA - ROBERT GLENN||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261601|GOLDEN SWAN AB||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261602|LESSER & PAVEY LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK013288|HERITAGE GOLD||||||375 Ghent Rd||Akron|OH|44333|US||
UK011305|KBS CREATIONS||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261606|HARNEY & GLYCINE DIST LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261607|FREDERICK GOLDMAN INC.||||||375 Ghent Rd||Akron|OH|44333|US||
UK013293|MAYFLOWER GLASS LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK019527|SAPHENA - OTHERS||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261610|LAWRENCE BLUNT LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261613|MELTSTORE LTD||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261611|LEDEN-IMCO LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK007219|HAROLD GILLOW LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK020418|T A DURANT LTD IN ADMIN||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261615|J E HAMMER + SOHNE GMBH||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261616|ABBEYCREST INTERNATIONAL.||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261618|LILLIPUT LANE LTD   12270||||||375 Ghent Rd||Akron|OH|44333|US||
UK008372|THE HARDWICK COLLECTION||||||375 Ghent Rd||Akron|OH|44333|US||
ThirdParty_1621710602261619|MERIT (UK) LTD||||||375 Ghent Rd||Akron|OH|44333|US||
UK020426|THE CHRISTMAS HEIRLOOM CO||||||375 Ghent Rd||Akron|OH|44333|US||
