Vendor ID | Vendor Name | AAD Vendor Lead Time | AAD Vendor Cutoff Time | AAD Vendor Override date | AAD Vendor Outage Start | AAD Vendor Outage End | Address Line 1 | Address Line 2 | City | State | Zip | ISO Code | Vendor Catalog Name | Model Type
733391000|ARTCARVED||||||375 Ghent Rd||Akron|OH|44333|US||
733397000|BURBERRY WATCHES||11:59 PM||||375 Ghent Rd||Akron|OH|44333|US||
733400000|ALEX AND ANI LLC||||||375 Ghent Rd||Akron|OH|44333|US||
733412000|COACH WATCHES MALL|5|11:59 PM||||650 FROM ROAD|SUITE 375|PARAMUS|NJ|07562|US|COACH|2
733415000|SHAIRU GEMS DIAMONDS PVT. LTD.||||||375 Ghent Rd||Akron|OH|44333|US||
733420000|SHEETAL MFG. CO. PVT. LTD.||||||375 Ghent Rd||Akron|OH|44333|US||
733424000|JEWELEX INDIA PVT. LTD.||||||375 Ghent Rd||Akron|OH|44333|US||
733427000|K. CHANDRAKANT & CO. INT.PVT.LTD||||||375 Ghent Rd||Akron|OH|44333|US||
733429000|ROTARY WATCHES||11:59 PM||||375 Ghent Rd||Akron|OH|44333|US||
733436000|SIM DIAM PVT. LTD.||||||375 Ghent Rd||Akron|OH|44333|US||
733448000|STAR RAYS||||||375 Ghent Rd||Akron|OH|44333|US||
733450000|SDDS BOTSWANA LIMITED||||||375 Ghent Rd||Akron|OH|44333|US||
733456000|CERTIFIED JEWELRY APPRAISALS||||||375 Ghent Rd||Akron|OH|44333|US||
733459000|HERITAGE APPRAISERS LTD.||||||375 Ghent Rd||Akron|OH|44333|US||
733465000|ALEX WOO INC.||11:59 PM||||375 Ghent Rd||Akron|OH|44333|US||
733484000|JUICY COUTURE TIMEPIECES MOVADO||||||375 Ghent Rd||Akron|OH|44333|US||
733487000|J HOMAN USA LLC|5|1:30 PM||||23 GREEN STREET|SUITE 309|HUNTINGTON|NY|11743|US|J HOMAN|2
733495000|GSL||||||375 Ghent Rd||Akron|OH|44333|US||
733498000|RAFI DARWISH DIAMONDS LTD||||||375 Ghent Rd||Akron|OH|44333|US||
733502000|ZALE CORPORATION||||||375 Ghent Rd||Akron|OH|44333|US||
733508000|GEMELODY INC.||||||375 Ghent Rd||Akron|OH|44333|US||
733520000|NES JEWELRY INC||11:59 PM||||375 Ghent Rd||Akron|OH|44333|US||
733523000|SDC (VERA WANG)|16|1:30 PM||||375 Ghent Rd||Akron|OH|44333|US|SDC VERA WANG|2
733536000|DOVES BY DORON PALOMA||11:59 PM||||375 Ghent Rd||Akron|OH|44333|US||
733543000|IMAGINE DESIGNS GEM CORP|3|1:30 PM||2022-10-05; 2022-10-10; 2022-10-17;|2022-10-05; 2022-10-11; 2022-10-18;|98 CUTTERMILL ROAD|SUITE 370|GREAT NECK|NY|11021|US|IMAGINE|2
733546000|C & C JEWELRY MFG. INC.|4|1:30 PM||||323 WEST 8TH ST|4TH FLOOR|LOS ANGELES|CA|90014|US|CANDC|2
733552000|UNIQUE SETTINGS OF NY||||||375 Ghent Rd||Akron|OH|44333|US||
733561000|JASANI (INDIA) PVT. LTD.||||||375 Ghent Rd||Akron|OH|44333|US||
733567000|ACCAR LTD. INC. DBA ACCAR WATCH||||||375 Ghent Rd||Akron|OH|44333|US||
733570000|LUMINOX WATCH CO||||||375 Ghent Rd||Akron|OH|44333|US||
733582000|GODIVA CHOCOLATIER||||||375 Ghent Rd||Akron|OH|44333|US||
733585000|GRUNBERGER DIAMONDS||||||375 Ghent Rd||Akron|OH|44333|US||
733612000|RSA - ASSI MECA SA||||||375 Ghent Rd||Akron|OH|44333|US||
733639000|E.M.DIAM INC. DBA ELIAV DIAMONDS||||||375 Ghent Rd||Akron|OH|44333|US||
733648000|UPS SUPPLY CHAIN SOLUTIONS|1|2:00 PM||||2220 OUTER LOOP||LOUISVILLE|KY|40219|US||1
733651000|INNOTRAC CORPORATION|0|2:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
733657000|D.NAVINCHANDRA EXPORTS PVT. LTD.||||||375 Ghent Rd||Akron|OH|44333|US||
733663000|THE KINGSWOOD COMPANY||||||375 Ghent Rd||Akron|OH|44333|US||
733666000|SANGHAVI SOLITAIRE INC.||||||375 Ghent Rd||Akron|OH|44333|US||
733669000|FIRESTAR DIAMOND INCORPORATED <C||||||375 Ghent Rd||Akron|OH|44333|US||
733675000|SETHIA EXPORTS||||||375 Ghent Rd||Akron|OH|44333|US||
733678000|STEPIN DIAMOND PRIVATE LIMITED||||||375 Ghent Rd||Akron|OH|44333|US||
733690000|RSA - LEE'S MANUFACTURING||||||375 Ghent Rd||Akron|OH|44333|US||
733699000|SIM NY CORP (LOOSE)||||||375 Ghent Rd||Akron|OH|44333|US||
733702000|STERLING FANTASY TRANSFER||||||375 Ghent Rd||Akron|OH|44333|US||
733705000|TACORI ENTERPRISES||11:59 PM||||375 Ghent Rd||Akron|OH|44333|US||
733720000|S. J. EXPORTS||||||375 Ghent Rd||Akron|OH|44333|US||
733726000|FJIL INC||11:59 PM||||375 Ghent Rd||Akron|OH|44333|US||
733729000|SPIRO JACOB DIAMOND LTD.||||||375 Ghent Rd||Akron|OH|44333|US||
733741000|RSA - WHITEHOUSE BROS. INC.||||||375 Ghent Rd||Akron|OH|44333|US||
733744000|RSA - MS COMPANY||||||375 Ghent Rd||Akron|OH|44333|US||
733750000|DIAMONDS WITHOUT BORDERS LTD.||||||375 Ghent Rd||Akron|OH|44333|US||
733753000|RICK SHATZ INC.||||||375 Ghent Rd||Akron|OH|44333|US||
733756000|SHINESTONES INC.||||||375 Ghent Rd||Akron|OH|44333|US||
733765000|AMIPI INC||||||375 Ghent Rd||Akron|OH|44333|US||
733768000|ALLURE GEMS LLC|7|1:30 PM||||132 W 36TH ST|3RD FLOOR|NEW YORK|NY|10018|US|ALLURE GEMS|2
733774000|ATIT DIAMOND CORPORATION|5|1:30 PM||||18 EAST 48TH STREET|SUITE #1200|NEW YORK|NY|10017|US|ATIT DIAMOND|2
733777000|SIM NY CORP||||||375 Ghent Rd||Akron|OH|44333|US||
733789000|OOPAL DIAMOND||||||375 Ghent Rd||Akron|OH|44333|US||
733795000|SWANN ENTERPRISES INC.||11:59 PM||||375 Ghent Rd||Akron|OH|44333|US||
733801000|H & A CUTTING WORKS LTD.||||||375 Ghent Rd||Akron|OH|44333|US||
733804000|ZWI GROUP LLC||||||375 Ghent Rd||Akron|OH|44333|US||
733807000|HUGO BOSS WATCHES|5|11:59 PM||||375 Ghent Rd||Akron|OH|44333|US|HUGO BOSS WATCHES|2
733810000|RSA WATCH FACTS INC.||||||375 Ghent Rd||Akron|OH|44333|US||
733813000|PAJ INC.|10|1:30 PM||||18325 WATERVIEW PARKWAY||DALLAS|TX|75252|US|PRIME ART|2
733816000|CALVIN KLEIN MALL|5|1:30 PM||||1200 HARBOR BLVD 7TH FLOOR||WEEHAWKEN|NJ|07086|US|CALVINKLEIN|2
733819000|SMD - DALLAS||11:59 PM||||375 Ghent Rd||Akron|OH|44333|US||
733825000|RSA DYNAMIX CHAINS MANUF||||||375 Ghent Rd||Akron|OH|44333|US||
733828000|CHRONOS FITNESS INC. DBA CHRONOS||||||375 Ghent Rd||Akron|OH|44333|US||
733831000|STARLIGHT DESIGNS CO LLC <A>||||||375 Ghent Rd||Akron|OH|44333|US||
733840000|JTS INC.||||||375 Ghent Rd||Akron|OH|44333|US||
733843000|STUDEX CORPORATION||11:59 PM||||375 Ghent Rd||Akron|OH|44333|US||
733846000|KIM INTERNATIONAL MANUF LP|10|11:59 PM||||375 Ghent Rd||Akron|OH|44333|US|KIM INT|2
733849000|ALOMA DIRECT INTERNATIONAL|3|1:30 PM||||375 Ghent Rd||Akron|OH|44333|US|ALOMA DIRECT INTERNATIONAL|2
733858000|NOVITA||11:59 PM||||1518 S. MAYFLOWER AVE||MONROVIA|CA|91016|US|NOVITA|2
733867000|TJC JEWELERY INC|15|||||375 Ghent Rd||Akron|OH|44333|US|TJC JEWELERY INC|2
733879000|SMD - AKRON||11:59 PM||||375 Ghent Rd||Akron|OH|44333|US||
733957000|RICHLINE ITALY SRL||||||375 Ghent Rd||Akron|OH|44333|US||
733990000|GARMIN USA INC MALL|5|11:59 PM||||1200 E. 151ST STREET||OLATHE|KS|66062|US|GARMIN|2
733993000|SKAGEN / FOSSIL PARTNERS MALL|3|1:30 PM||||901 S CENTRAL EXPRESSWAY||RICHARDSON|TX|75080|US|SKAGEN MALL|2
733996000|MISFIT / FOSSIL PARTNERS MALL||11:59 PM||||375 Ghent Rd||Akron|OH|44333|US||
733997000|FOSSIL PARTNERS LP MALL|3|1:30 PM||||901 S CENTRAL EXPRESSWAY||RICHARDSON|TX|75080|US|FOSSIL|2
733999000|B K JEWELRY (N.Y.) INC.|3|1:30 PM||||62 WEST 47TH STREET|ROOM 906E|NEW YORK|NY|10036|US|BK JEWELRY|2
734038000|7CS FASHION HOUSE LLC||||||375 Ghent Rd||Akron|OH|44333|US||
734053000|SNJ CREATIONS INC|3|11:59 PM||||375 Ghent Rd||Akron|OH|44333|US||
734062000|TRELISS WORLDWIDE INC|4|1:30 PM||||15 W 47TH STREET SUITE 306||NEW YORK|NY|10036|US|TRELISS|2
734071000|SIMON G JEWELERY INC||11:59 PM||||375 Ghent Rd||Akron|OH|44333|US||
734074000|MAXMARK|6|1:30 PM||||5 SOUTH WABASH AVENUE|SUITE 1728|CHICAGO|IL|60603|US|MAXMARK|2
734110000|CITIZEN WATCH CO AMER-FREDERIQUE|3|11:59 PM||||375 Ghent Rd||Akron|OH|44333|US|ALPINA FREDERIQUE CONSTANT|2
734113000|BREITLING USA INC.||11:59 PM||||375 Ghent Rd||Akron|OH|44333|US||
734116000|C. J. EXPORTERS||||||375 Ghent Rd||Akron|OH|44333|US||
734119000|M&G JEWELERS INC.||||||375 Ghent Rd||Akron|OH|44333|US||
734131000|SUPER DIAMOND|10|1:30 PM||||30-30 47TH AVE|SUITE 520|LONGISLAND CITY|NY|11101|US|SUPERDIAMOND|2
734134000|AUROSTAR NY INC.||11:59 PM||||375 Ghent Rd||Akron|OH|44333|US||
734143000|RELIOS INC.||||||375 Ghent Rd||Akron|OH|44333|US||
734149000|GURHAN NY INC|56|11:59 PM||||375 Ghent Rd||Akron|OH|44333|US||
734152000|MICHAEL M INC||11:59 PM||||375 Ghent Rd||Akron|OH|44333|US||
734179000|VAD LLC DBA AV DIAMONDS|5|1:30 PM||||6120 TARNEF DR||HOUSTON|TX|77074|US|AV DIAMONDS VAD|2
734191000|BREMONT WATCH COMPANY INC||11:59 PM||||375 Ghent Rd||Akron|OH|44333|US||
734203000|MCM FRONTIER HOLDINGS LLC||11:59 PM||||375 Ghent Rd||Akron|OH|44333|US||
734206000|ANIMA CONNECTED INC||||||375 Ghent Rd||Akron|OH|44333|US||
734218000|SHY CREATION INC|5|1:30 PM||||375 Ghent Rd||Akron|OH|44333|US|SHY|2
734221000|TORY BURCH FOSSIL PARTNERS||11:59 PM||||375 Ghent Rd||Akron|OH|44333|US||
734224000|SAGAR STAR CORP.||||||375 Ghent Rd||Akron|OH|44333|US||
734236000|DKSH LUXURY (MAURICE LACROIX)|3|11:59 PM||||375 Ghent Rd||Akron|OH|44333|US||
734239000|A LINK JEWELRY CO LLC||11:59 PM||||375 Ghent Rd||Akron|OH|44333|US||
734269000|EON JEWELLERY PVT. LTD.||||||375 Ghent Rd||Akron|OH|44333|US||
734284000|QUINTESSENCE JEWELRY CORPORATION||||||375 Ghent Rd||Akron|OH|44333|US||
734290000|DALUMI CORP.||||||375 Ghent Rd||Akron|OH|44333|US||
734293000|KEREN DIAMONDS INC.||||||375 Ghent Rd||Akron|OH|44333|US||
734296000|DASAN INC.||||||375 Ghent Rd||Akron|OH|44333|US||
734302000|MICHAEL KORS-FOSSIL PARTNER MALL||11:59 PM||||375 Ghent Rd||Akron|OH|44333|US|MICHAEL KORS|2
734305000|KATE SPADE - FOSSIL JARED||11:59 PM||||375 Ghent Rd||Akron|OH|44333|US|KATE SPADE|2
734306000|EMPORIO ARMANI - FOSSIL JARED||11:59 PM||||375 Ghent Rd||Akron|OH|44333|US|EMPORIO|2
734308000|DIESEL - FOSSIL PARTNERS MALL||11:59 PM||||375 Ghent Rd||Akron|OH|44333|US|DIESEL FOSSIL|2
734311000|OLIVIA BURTON|5|11:59 PM||||650 FROM ROAD|SUITE 375|PARAMUS|NJ|07652|US|OLIVA BURTON|2
734314000|SHINOLA DETROIT||11:59 PM||||375 Ghent Rd||Akron|OH|44333|US||
734317000|GSI GEMOLOGICAL GROUP CORP||||||375 Ghent Rd||Akron|OH|44333|US||
734335000|SUNSHINE SALES INC.||||||375 Ghent Rd||Akron|OH|44333|US||
734338000|R2NET LAB GROWN DIAMONDS||||||375 Ghent Rd||Akron|OH|44333|US||
734341000|ZODIAC||11:59 PM||||375 Ghent Rd||Akron|OH|44333|US||
734344000|LLU LLC||||||375 Ghent Rd||Akron|OH|44333|US||
734347000|KHR JEWELS INC||||||375 Ghent Rd||Akron|OH|44333|US||
734353000|MIKE'S UNLIMITED CORP.||||||375 Ghent Rd||Akron|OH|44333|US||
734356000|JOHN HARDY USA INC|4|1:30 PM||||490 BROADWAY|3RD FLOOR|NEW YORK|NY|10012|US|JOHN HARDY|2
734359000|HIRA SONS||||||375 Ghent Rd||Akron|OH|44333|US||
734362000|CITIZEN WATCH CO AMERICA JARED|2|1:30 PM||||1000 W. 190TH ST||TORRANCE|CA|90502|US|CITIZEN WATCH JARED|2
734365000|MIDO JARED|5|1:30 PM||||55 METRO WAY SUITE 1||SECAUCUS|NJ|07094|US|MIDO JARED|2
734371000|TISSOT JARED|5|1:30 PM||||55 METRO WAY SUITE 1||SECAUCUS|NJ|07094|US|TISSOT JARED|2
734374000|PURE BRILLIANCE LLC||||||375 Ghent Rd||Akron|OH|44333|US|PURE BRILLIANCE LLC|2
734377000|CALVIN KLEIN JARED|5|1:30 PM||||55 METRO WAY SUITE 1||SECAUCUS|NJ|07094|US|CALVINKLEIN JARED|2
734380000|GIOIELLI GROUP|5|1:30 PM||||10 COUNTY CENTER RD|SUITE 316|WHITE PLAINS|NY|10607|US|GIOIELLI|2
734383000|DIVINA CREATIONS INC.||||||375 Ghent Rd||Akron|OH|44333|US||
734386000|CITIZEN BULOVA JEWELRY|2|1:30 PM||||375 Ghent Rd||Akron|OH|44333|US|BULOVA JEWELRY MALL|2
734392000|FOSSIL PARTNERS LP JARED||11:59 PM||||375 Ghent Rd||Akron|OH|44333|US|FOSSIL JARED|2
734395000|MISFIT/FOSSIL PARTNERSLP JARED||11:59 PM||||375 Ghent Rd||Akron|OH|44333|US||
734398000|SKAGEN/FOSSIL PARTNERS-JARED||11:59 PM||||375 Ghent Rd||Akron|OH|44333|US||
734401000|MICHAEL KORS FOSSIL JARED||11:59 PM||||375 Ghent Rd||Akron|OH|44333|US||
734404000|CASIO AMERICA INC JARED|3|1:30 PM||||570 MT. PLEASANT AVE.||DOVER|NJ|07801|US|CASIO JARED|2
760001000|GEMEX SYSTEMS INC.||||||375 Ghent Rd||Akron|OH|44333|US||
1135987|ROSY BLUE JEWELRY INC||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1000017|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1000038|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1000280|HNJ TRADING LIMITED 01||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1000335|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1000472|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1000492|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1000655|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1000678|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1000684|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1000747|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1021328|INVERNESS||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1029941|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1045418|SHINE JEWELRY||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
104828|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1048362|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1050905|MALO IMPORT INC||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1057546|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1067768|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
10685|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1072271|DIAMOND DIMENSIONS HK LTD||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1072818|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1074210|FAB ORO S.R.L. 01||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1075902|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1076512|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1078054|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1082346|ALISON GEM CORPORATION||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1087253|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1087394|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1088145|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
10892|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1090729|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1098|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1100089|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1100282|BRAHMA DESIGN INC DBA TARA JEW||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1100284|CADENA STAR JEWELLERY LTD 01||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1100483|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1100531|ENVISIONS LLC||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
11125|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
11139|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1114|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1117456|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1126309|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1126804|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1127034|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1129204|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1129303|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1135789|FJIL INC||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1144906|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1150408|MARATHON CO||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
11543|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1156710|WEINDLING INTERNATIONAL LLC||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
11575|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1160985|B H MULTI COLOR CORP||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1166958|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1185263|NOVELL ENTERPRISES||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1195|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1200211|FILK||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1201607|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1202399|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1208115|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1209527|SGG INC||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1210012|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1262468|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1266444|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1267293|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1267855|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1273440|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1274|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12800|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12802|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12807|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12809|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12810|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12813|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1281344|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12814|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12819|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12822|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12827|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12828|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12831|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12832|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12835|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12836|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12839|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12854|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12856|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12859|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12860|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12865|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12866|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12867|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12868|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12871|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12877|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12878|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12881|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12882|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12884|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12886|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12889|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12890|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12903|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12904|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12908|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12914|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12929|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12932|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12940|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12945|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1294644|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12948|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12949|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12950|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12951|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
12952|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1296482|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1300295|FABRIKANT-TARA INTERNATIONAL L||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1302546|LEGEND JEWELRY CO LTD||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1310168|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
13169|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
133454|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1396944|BULOVA WATCH CO|3|1:30 PM||2022-01-17; 2022-03-15; 2022-03-29;|2022-01-17; 2022-03-15; 2022-03-29;|350 Fifth Avenue, 29th Floor||New York|NY|10118|US||
1400172|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1400178|KBS CREATIONS||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1400311|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1400410|CIJ CHINA IDEAL JEWELLRY CO LT||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1400491|AAB CO LIMITED 01||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1400561|TWINFLIES CO LTD 01||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1400716|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1400832|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1400919|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1403030|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1403045|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1404080|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1445|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
14541|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
146|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1460030|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1460142|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1460199|KTL JEWELLERY MANUFACTURER  LT||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1460338|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1460342|LORENZO USA INC||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1460357|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1460363|J HOMAN LTD 01||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1460387|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1460484|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1460930|SIDDS JEWELS PVT LTD 01||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1460932|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1461027|ROYAL PACIFIC GEMS LLC||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1462057|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1462062|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1463098|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1464112|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1464229|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1464249|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1464250|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1464262|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1464301|ELEGANT COLLECTION 01||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1464408|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1464412|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1464471|TWINKLEDIAM, INC.||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1464514|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1464621|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
1464714|||6:00 PM||||375 Ghent Rd||Akron|OH|44333|US||
