VendorOutageDates.aadSignetVendor,AAD Vendor Outage,Time created,Type,Time modified,Owner,PK,Is blocked for processing
SignetVendor[8796194146262],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867085370016,FALSE
SignetVendor[8796194113494],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867085337248,FALSE
SignetVendor[8796194113494],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867085304480,FALSE
SignetVendor[8796194113494],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867085271712,FALSE
SignetVendor[8796194080726],Mon Dec 26 00:00:00 CST 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867085238944,FALSE
SignetVendor[8796194080726],Fri Dec 23 00:00:00 CST 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867085206176,FALSE
SignetVendor[8796194080726],Fri Nov 25 00:00:00 CST 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867085173408,FALSE
SignetVendor[8796194080726],Thu Nov 24 00:00:00 CST 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867085140640,FALSE
SignetVendor[8796194080726],Mon Sep 05 00:00:00 CDT 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867085107872,FALSE
SignetVendor[8796194080726],Mon Jul 04 00:00:00 CDT 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867085075104,FALSE
SignetVendor[8796194080726],Mon May 30 00:00:00 CDT 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867085042336,FALSE
SignetVendor[8796194080726],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867085009568,FALSE
SignetVendor[8796194080726],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867084976800,FALSE
SignetVendor[8796194080726],Mon Feb 21 00:00:00 CST 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867084944032,FALSE
SignetVendor[8796194080726],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867084911264,FALSE
SignetVendor[8796194047958],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867084878496,FALSE
SignetVendor[8796194047958],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867084845728,FALSE
SignetVendor[8796194047958],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867084812960,FALSE
SignetVendor[8796194015190],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867084780192,FALSE
SignetVendor[8796194015190],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867084747424,FALSE
SignetVendor[8796194015190],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867084714656,FALSE
SignetVendor[8796193982422],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867084681888,FALSE
SignetVendor[8796193982422],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867084649120,FALSE
SignetVendor[8796193982422],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867084616352,FALSE
SignetVendor[8796193916886],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867084583584,FALSE
SignetVendor[8796193916886],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867084550816,FALSE
SignetVendor[8796193916886],Mon Jan 31 00:00:00 CST 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867084518048,FALSE
SignetVendor[8796193916886],Fri Jan 28 00:00:00 CST 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867084485280,FALSE
SignetVendor[8796193916886],Thu Jan 27 00:00:00 CST 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867084452512,FALSE
SignetVendor[8796193916886],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867084419744,FALSE
SignetVendor[8796193884118],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867084386976,FALSE
SignetVendor[8796193884118],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867084354208,FALSE
SignetVendor[8796193884118],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867084321440,FALSE
SignetVendor[8796193851350],Mon Jan 02 00:00:00 CST 2023,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867084288672,FALSE
SignetVendor[8796193851350],Mon Dec 26 00:00:00 CST 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867084255904,FALSE
SignetVendor[8796193851350],Thu Nov 24 00:00:00 CST 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867084223136,FALSE
SignetVendor[8796193851350],Wed Oct 05 00:00:00 CDT 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867084190368,FALSE
SignetVendor[8796193851350],Tue Sep 27 00:00:00 CDT 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867084157600,FALSE
SignetVendor[8796193851350],Mon Sep 26 00:00:00 CDT 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867084124832,FALSE
SignetVendor[8796193851350],Mon Sep 05 00:00:00 CDT 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867084092064,FALSE
SignetVendor[8796193851350],Mon Jul 04 00:00:00 CDT 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867084059296,FALSE
SignetVendor[8796193851350],Mon May 30 00:00:00 CDT 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867084026528,FALSE
SignetVendor[8796193851350],Fri Apr 15 00:00:00 CDT 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867083993760,FALSE
SignetVendor[8796193851350],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867083960992,FALSE
SignetVendor[8796193851350],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867083928224,FALSE
SignetVendor[8796193851350],Mon Feb 21 00:00:00 CST 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867083895456,FALSE
SignetVendor[8796193851350],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867083862688,FALSE
SignetVendor[8796193851350],Fri Jan 07 00:00:00 CST 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867083829920,FALSE
SignetVendor[8796193851350],Thu Jan 06 00:00:00 CST 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867083797152,FALSE
SignetVendor[8796193818582],Mon Aug 10 00:00:00 CDT 2020,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867083764384,FALSE
SignetVendor[8796193818582],Fri Aug 07 00:00:00 CDT 2020,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867083731616,FALSE
SignetVendor[8796193818582],Thu Aug 06 00:00:00 CDT 2020,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867083698848,FALSE
SignetVendor[8796193818582],Wed Aug 05 00:00:00 CDT 2020,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867083666080,FALSE
SignetVendor[8796193818582],Tue Aug 04 00:00:00 CDT 2020,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867083633312,FALSE
SignetVendor[8796193818582],Mon Aug 03 00:00:00 CDT 2020,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867083600544,FALSE
SignetVendor[8796193818582],Fri Jul 31 00:00:00 CDT 2020,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867083567776,FALSE
SignetVendor[8796193818582],Thu Jul 30 00:00:00 CDT 2020,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867083535008,FALSE
SignetVendor[8796193818582],Wed Jul 29 00:00:00 CDT 2020,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867083502240,FALSE
SignetVendor[8796193818582],Tue Jul 28 00:00:00 CDT 2020,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867083469472,FALSE
SignetVendor[8796193818582],Mon Jul 27 00:00:00 CDT 2020,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867083436704,FALSE
SignetVendor[8796193818582],Fri Jul 24 00:00:00 CDT 2020,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867083403936,FALSE
SignetVendor[8796193818582],Thu Jul 23 00:00:00 CDT 2020,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867083371168,FALSE
SignetVendor[8796193818582],Wed Jul 22 00:00:00 CDT 2020,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867083338400,FALSE
SignetVendor[8796193818582],Tue Jul 21 00:00:00 CDT 2020,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867083305632,FALSE
SignetVendor[8796193818582],Mon Jul 20 00:00:00 CDT 2020,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867083272864,FALSE
SignetVendor[8796193818582],Fri Jul 17 00:00:00 CDT 2020,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867083240096,FALSE
SignetVendor[8796193818582],Thu Jul 16 00:00:00 CDT 2020,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867083207328,FALSE
SignetVendor[8796193818582],Wed Jul 15 00:00:00 CDT 2020,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867083174560,FALSE
SignetVendor[8796193818582],Tue Jul 14 00:00:00 CDT 2020,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867083141792,FALSE
SignetVendor[8796193818582],Mon Jul 13 00:00:00 CDT 2020,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867083109024,FALSE
SignetVendor[8796193818582],Fri Jul 10 00:00:00 CDT 2020,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867083076256,FALSE
SignetVendor[8796193818582],Thu Jul 09 00:00:00 CDT 2020,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867083043488,FALSE
SignetVendor[8796193818582],Wed Jul 08 00:00:00 CDT 2020,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867083010720,FALSE
SignetVendor[8796193818582],Tue Jul 07 00:00:00 CDT 2020,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867082977952,FALSE
SignetVendor[8796193818582],Mon Jul 06 00:00:00 CDT 2020,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867082945184,FALSE
SignetVendor[8796193818582],Fri Jul 03 00:00:00 CDT 2020,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867082912416,FALSE
SignetVendor[8796193818582],Thu Jul 02 00:00:00 CDT 2020,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867082879648,FALSE
SignetVendor[8796193785814],Mon Jan 02 00:00:00 CST 2023,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867082846880,FALSE
SignetVendor[8796193785814],Fri Dec 30 00:00:00 CST 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867082814112,FALSE
SignetVendor[8796193785814],Mon Dec 26 00:00:00 CST 2022,Thu Jul 06 02:35:26 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:26 CDT 2023,Null,8867082781344,FALSE
SignetVendor[8796193785814],Fri Nov 25 00:00:00 CST 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867082748576,FALSE
SignetVendor[8796193785814],Thu Nov 24 00:00:00 CST 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867082715808,FALSE
SignetVendor[8796193785814],Mon Oct 10 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867082683040,FALSE
SignetVendor[8796193785814],Mon Sep 05 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867082650272,FALSE
SignetVendor[8796193785814],Mon Aug 08 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867082617504,FALSE
SignetVendor[8796193785814],Fri Jul 08 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867082584736,FALSE
SignetVendor[8796193785814],Thu Jul 07 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867082551968,FALSE
SignetVendor[8796193785814],Wed Jul 06 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867082519200,FALSE
SignetVendor[8796193785814],Tue Jul 05 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867082486432,FALSE
SignetVendor[8796193785814],Mon May 30 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867082453664,FALSE
SignetVendor[8796193785814],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867082420896,FALSE
SignetVendor[8796193785814],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867082388128,FALSE
SignetVendor[8796193785814],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867082355360,FALSE
SignetVendor[8796193753046],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867082322592,FALSE
SignetVendor[8796193753046],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867082289824,FALSE
SignetVendor[8796193753046],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867082257056,FALSE
SignetVendor[8796193720278],Tue Dec 27 00:00:00 CST 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867082224288,FALSE
SignetVendor[8796193720278],Mon Dec 26 00:00:00 CST 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867082191520,FALSE
SignetVendor[8796193720278],Mon Nov 28 00:00:00 CST 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867082158752,FALSE
SignetVendor[8796193720278],Fri Nov 25 00:00:00 CST 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867082125984,FALSE
SignetVendor[8796193720278],Thu Nov 24 00:00:00 CST 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867082093216,FALSE
SignetVendor[8796193720278],Tue Sep 06 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867082060448,FALSE
SignetVendor[8796193720278],Mon Sep 05 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867082027680,FALSE
SignetVendor[8796193720278],Tue Jul 05 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867081994912,FALSE
SignetVendor[8796193720278],Mon Jul 04 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867081962144,FALSE
SignetVendor[8796193720278],Tue May 31 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867081929376,FALSE
SignetVendor[8796193720278],Mon May 30 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867081896608,FALSE
SignetVendor[8796193720278],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867081863840,FALSE
SignetVendor[8796193720278],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867081831072,FALSE
SignetVendor[8796193720278],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867081798304,FALSE
SignetVendor[8796193687510],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867081765536,FALSE
SignetVendor[8796193687510],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867081732768,FALSE
SignetVendor[8796193687510],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867081700000,FALSE
SignetVendor[8796193654742],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867081667232,FALSE
SignetVendor[8796193654742],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867081634464,FALSE
SignetVendor[8796193654742],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867081601696,FALSE
SignetVendor[8796193621974],Fri May 01 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867081568928,FALSE
SignetVendor[8796193621974],Thu Apr 30 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867081536160,FALSE
SignetVendor[8796193621974],Wed Apr 29 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867081503392,FALSE
SignetVendor[8796193621974],Tue Apr 28 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867081470624,FALSE
SignetVendor[8796193621974],Mon Apr 27 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867081437856,FALSE
SignetVendor[8796193621974],Sun Apr 26 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867081405088,FALSE
SignetVendor[8796193621974],Sat Apr 25 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867081372320,FALSE
SignetVendor[8796193621974],Fri Apr 24 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867081339552,FALSE
SignetVendor[8796193621974],Thu Apr 23 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867081306784,FALSE
SignetVendor[8796193621974],Wed Apr 22 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867081274016,FALSE
SignetVendor[8796193621974],Tue Apr 21 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867081241248,FALSE
SignetVendor[8796193621974],Mon Apr 20 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867081208480,FALSE
SignetVendor[8796193621974],Sun Apr 19 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867081175712,FALSE
SignetVendor[8796193621974],Sat Apr 18 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867081142944,FALSE
SignetVendor[8796193621974],Fri Apr 17 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867081110176,FALSE
SignetVendor[8796193621974],Thu Apr 16 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867081077408,FALSE
SignetVendor[8796193621974],Wed Apr 15 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867081044640,FALSE
SignetVendor[8796193621974],Tue Apr 14 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867081011872,FALSE
SignetVendor[8796193621974],Mon Apr 13 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867080979104,FALSE
SignetVendor[8796193621974],Sun Apr 12 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867080946336,FALSE
SignetVendor[8796193621974],Sat Apr 11 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867080913568,FALSE
