VendorOutageDates.aadSignetVendor,AAD Vendor Outage,Time created,Type,Time modified,Owner,PK,Is blocked for processing
SignetVendor[8796193621974],Fri Apr 10 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867080880800,FALSE
SignetVendor[8796193621974],Thu Apr 09 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867080848032,FALSE
SignetVendor[8796193621974],Wed Apr 08 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867080815264,FALSE
SignetVendor[8796193621974],Tue Apr 07 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867080782496,FALSE
SignetVendor[8796193621974],Mon Apr 06 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867080749728,FALSE
SignetVendor[8796193621974],Sun Apr 05 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867080716960,FALSE
SignetVendor[8796193621974],Sat Apr 04 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867080684192,FALSE
SignetVendor[8796193621974],Fri Apr 03 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867080651424,FALSE
SignetVendor[8796193621974],Thu Apr 02 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867080618656,FALSE
SignetVendor[8796193621974],Wed Apr 01 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867080585888,FALSE
SignetVendor[8796193621974],Tue Mar 31 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867080553120,FALSE
SignetVendor[8796193621974],Mon Mar 30 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867080520352,FALSE
SignetVendor[8796193621974],Sun Mar 29 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867080487584,FALSE
SignetVendor[8796193621974],Sat Mar 28 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867080454816,FALSE
SignetVendor[8796193621974],Fri Mar 27 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867080422048,FALSE
SignetVendor[8796193621974],Thu Mar 26 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867080389280,FALSE
SignetVendor[8796193621974],Wed Mar 25 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867080356512,FALSE
SignetVendor[8796193621974],Tue Mar 24 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867080323744,FALSE
SignetVendor[8796193621974],Mon Mar 23 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867080290976,FALSE
SignetVendor[8796193621974],Sun Mar 22 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867080258208,FALSE
SignetVendor[8796193621974],Sat Mar 21 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867080225440,FALSE
SignetVendor[8796193621974],Fri Mar 20 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867080192672,FALSE
SignetVendor[8796193621974],Thu Mar 19 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867080159904,FALSE
SignetVendor[8796193621974],Wed Mar 18 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867080127136,FALSE
SignetVendor[8796193621974],Tue Mar 17 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867080094368,FALSE
SignetVendor[8796193621974],Mon Mar 16 00:00:00 CDT 2020,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867080061600,FALSE
SignetVendor[8796193589206],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867080028832,FALSE
SignetVendor[8796193589206],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867079996064,FALSE
SignetVendor[8796193589206],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867079963296,FALSE
SignetVendor[8796193556438],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867079930528,FALSE
SignetVendor[8796193556438],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867079897760,FALSE
SignetVendor[8796193556438],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867079864992,FALSE
SignetVendor[8796193523670],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867079832224,FALSE
SignetVendor[8796193523670],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867079799456,FALSE
SignetVendor[8796193523670],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867079766688,FALSE
SignetVendor[8796193490902],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867079733920,FALSE
SignetVendor[8796193490902],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867079701152,FALSE
SignetVendor[8796193490902],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867079668384,FALSE
SignetVendor[8796193425366],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867079635616,FALSE
SignetVendor[8796193425366],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867079602848,FALSE
SignetVendor[8796193425366],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867079570080,FALSE
SignetVendor[8796193392598],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867079537312,FALSE
SignetVendor[8796193392598],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867079504544,FALSE
SignetVendor[8796193392598],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867079471776,FALSE
SignetVendor[8796193359830],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867079439008,FALSE
SignetVendor[8796193359830],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867079406240,FALSE
SignetVendor[8796193359830],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867079373472,FALSE
SignetVendor[8796193327062],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867079340704,FALSE
SignetVendor[8796193327062],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867079307936,FALSE
SignetVendor[8796193327062],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867079275168,FALSE
SignetVendor[8796193294294],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867079242400,FALSE
SignetVendor[8796193294294],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867079209632,FALSE
SignetVendor[8796193294294],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867079176864,FALSE
SignetVendor[8796193261526],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867079144096,FALSE
SignetVendor[8796193261526],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867079111328,FALSE
SignetVendor[8796193261526],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867079078560,FALSE
SignetVendor[8796193228758],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867079045792,FALSE
SignetVendor[8796193228758],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867079013024,FALSE
SignetVendor[8796193228758],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867078980256,FALSE
SignetVendor[8796193195990],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867078947488,FALSE
SignetVendor[8796193195990],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867078914720,FALSE
SignetVendor[8796193195990],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867078881952,FALSE
SignetVendor[8796193163222],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867078849184,FALSE
SignetVendor[8796193163222],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867078816416,FALSE
SignetVendor[8796193163222],Mon Mar 07 00:00:00 CST 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867078783648,FALSE
SignetVendor[8796193163222],Fri Mar 04 00:00:00 CST 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867078750880,FALSE
SignetVendor[8796193163222],Thu Mar 03 00:00:00 CST 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867078718112,FALSE
SignetVendor[8796193163222],Wed Mar 02 00:00:00 CST 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867078685344,FALSE
SignetVendor[8796193163222],Tue Mar 01 00:00:00 CST 2022,Thu Jul 06 02:35:25 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:25 CDT 2023,Null,8867078652576,FALSE
SignetVendor[8796193163222],Mon Feb 28 00:00:00 CST 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867078619808,FALSE
SignetVendor[8796193163222],Fri Feb 25 00:00:00 CST 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867078587040,FALSE
SignetVendor[8796193163222],Thu Feb 24 00:00:00 CST 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867078554272,FALSE
SignetVendor[8796193163222],Wed Feb 23 00:00:00 CST 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867078521504,FALSE
SignetVendor[8796193163222],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867078488736,FALSE
SignetVendor[8796193130454],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867078455968,FALSE
SignetVendor[8796193130454],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867078423200,FALSE
SignetVendor[8796193130454],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867078390432,FALSE
SignetVendor[8796193130454],Wed Jan 05 00:00:00 CST 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867078357664,FALSE
SignetVendor[8796193130454],Tue Jan 04 00:00:00 CST 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867078324896,FALSE
SignetVendor[8796193130454],Mon Jan 03 00:00:00 CST 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867078292128,FALSE
SignetVendor[8796193097686],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867078259360,FALSE
SignetVendor[8796193097686],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867078226592,FALSE
SignetVendor[8796193097686],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867078193824,FALSE
SignetVendor[8796193064918],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867078161056,FALSE
SignetVendor[8796193064918],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867078128288,FALSE
SignetVendor[8796193064918],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867078095520,FALSE
SignetVendor[8796193032150],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867078062752,FALSE
SignetVendor[8796193032150],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867078029984,FALSE
SignetVendor[8796193032150],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867077997216,FALSE
SignetVendor[8796192999382],Fri Dec 23 00:00:00 CST 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867077964448,FALSE
SignetVendor[8796192999382],Fri Nov 25 00:00:00 CST 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867077931680,FALSE
SignetVendor[8796192999382],Thu Nov 24 00:00:00 CST 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867077898912,FALSE
SignetVendor[8796192999382],Fri Apr 08 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867077866144,FALSE
SignetVendor[8796192999382],Thu Apr 07 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867077833376,FALSE
SignetVendor[8796192999382],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867077800608,FALSE
SignetVendor[8796192999382],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867077767840,FALSE
SignetVendor[8796192999382],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867077735072,FALSE
SignetVendor[8796192966614],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867077702304,FALSE
SignetVendor[8796192966614],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867077669536,FALSE
SignetVendor[8796192966614],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867077636768,FALSE
SignetVendor[8796192933846],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867077604000,FALSE
SignetVendor[8796192933846],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867077571232,FALSE
SignetVendor[8796192933846],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867077538464,FALSE
SignetVendor[8796192901078],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867077505696,FALSE
SignetVendor[8796192901078],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867077472928,FALSE
SignetVendor[8796192901078],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867077440160,FALSE
SignetVendor[8796192868310],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867077407392,FALSE
SignetVendor[8796192868310],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867077374624,FALSE
SignetVendor[8796192868310],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867077341856,FALSE
SignetVendor[8796192835542],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867077309088,FALSE
SignetVendor[8796192835542],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867077276320,FALSE
SignetVendor[8796192835542],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867077243552,FALSE
SignetVendor[8796192802774],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867077210784,FALSE
SignetVendor[8796192802774],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867077178016,FALSE
SignetVendor[8796192802774],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867077145248,FALSE
SignetVendor[8796192770006],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867077112480,FALSE
SignetVendor[8796192770006],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867077079712,FALSE
SignetVendor[8796192770006],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867077046944,FALSE
SignetVendor[8796192737238],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867077014176,FALSE
SignetVendor[8796192737238],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867076981408,FALSE
SignetVendor[8796192737238],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867076948640,FALSE
SignetVendor[8796192704470],Mon Jan 02 00:00:00 CST 2023,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867076915872,FALSE
SignetVendor[8796192704470],Mon Dec 26 00:00:00 CST 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867076883104,FALSE
SignetVendor[8796192704470],Thu Nov 24 00:00:00 CST 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867076850336,FALSE
SignetVendor[8796192704470],Mon Sep 05 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867076817568,FALSE
SignetVendor[8796192704470],Mon Jul 04 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867076784800,FALSE
SignetVendor[8796192704470],Mon May 30 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867076752032,FALSE
SignetVendor[8796192704470],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867076719264,FALSE
SignetVendor[8796192704470],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867076686496,FALSE
SignetVendor[8796192704470],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867076653728,FALSE
SignetVendor[8796192671702],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867076620960,FALSE
SignetVendor[8796192671702],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867076588192,FALSE
SignetVendor[8796192671702],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867076555424,FALSE
SignetVendor[8796192671702],Fri Jan 07 00:00:00 CST 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867076522656,FALSE
SignetVendor[8796192638934],Tue Mar 29 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867076489888,FALSE
SignetVendor[8796192638934],Tue Mar 15 00:00:00 CDT 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867076457120,FALSE
SignetVendor[8796192638934],Mon Jan 17 00:00:00 CST 2022,Thu Jul 06 02:35:24 CDT 2023,VendorOutageDates,Thu Jul 06 02:35:24 CDT 2023,Null,8867076424352,FALSE
